,Title,Author,Price,Sales Rank,Genre/Theme,Published Month,Published Year
6247, Anya and the Dragon,Sofiya Pasternack,7.99,34056,Juvenile Fiction,Oct,2020
6248, Good Night Brooklyn,Adam Gamble,9.95,34060,Juvenile Fiction,Oct,2013
6249, The Word for Woman Is Wilderness,Abi Andrews,16.99,34067,Fiction,Mar,2019
6250," Stay: threads, conversations, collaborations",Nick Flynn,35.0,34087,Literary Collections,Mar,2020
6251, Wild City: A Brief History of New York City in 40 Animals,Thomas Hynes,24.99,34096,Humor,May,2020
6252, Brooklyn Bridge Decomposition Card,Michael Roger Inc,5.0,34099,Activity Cards,Aug,2018
6253, Disney/Pixar Bao Little Golden Book (Disney/Pixar Bao),Disney RH,4.99,34106,Juvenile Fiction,Jul,2020
6254, Home: New Arabic Poems,Iman Mersal,16.95,34110,Poetry,Sep,2020
6255, Windows on the World,Robert Mailer Anderson,24.99,34113,Comics & Graphic Novels,Jun,2020
6256, Berta Isla: A novel,Javier Marias,17.0,34134,Fiction,Jul,2020
6257, Westside: A Novel,W M Akers,16.99,34148,Fiction,Feb,2020
6258, The Boy: His Stories and How They Came to Be,Oliver Jeffers,40.0,34158,Juvenile Fiction,Oct,2019
6259, I'm Ok,Patti Kim,7.99,34159,Juvenile Fiction,Oct,2019
6260, Doomsday Clock Part 1,Geoff Johns,24.99,34160,Comics & Graphic Novels,Oct,2019
6261, From the Corner of the Oval: A Memoir,Beck Dorey-Stein,17.0,34164,Political Science,Aug,2019
6262, What We Talk About When We Talk About Rape,Sohaila Abdulali,15.99,34177,Social Science,Nov,2018
6263, Miss Kopp's Midnight Confessions,Amy Stewart,14.99,34185,Fiction,May,2018
6264, Tasty Pride: 75 Recipes and Stories from the Queer Food Community,Tasty,25.0,34247,Biography & Autobiography,May,2020
6265, Empire Falls: Movie Tie-In,Richard Russo,16.95,34253,Fiction,May,2005
6266, Olivia,Dorothy Strachey,15.0,34258,Fiction,Jun,2020
6267, The Mushroom Fan Club,Elise Gravel,17.95,34260,Comics & Graphic Novels,May,2018
6268, Lives of a Cell: Notes of a Biology Watcher,Lewis Thomas,16.0,34268,Science,Feb,1978
6269, Tertulia,Vincent Toro,20.0,34281,Poetry,Jun,2020
6270, The Helios Disaster,Linda Bostrom Knausgaard,15.99,34287,Fiction,Apr,2020
6271, What Is the Grass: Walt Whitman in My Life,Mark Doty,25.95,34289,Literary Criticism,Apr,2020
6272, Approaching Eye Level,Vivian Gornick,16.0,34293,Literary Criticism,Mar,2020
6273," Queer, There, and Everywhere: 23 People Who Changed the World",Sarah Prager,9.99,34332,Young Adult Nonfiction,May,2018
6274, Back Talk: Stories,Danielle Lazarin,16.0,34340,Fiction,Feb,2018
6275, Kid Authors: True Tales of Childhood from Famous Writers,David Stabler,13.95,34343,Juvenile Nonfiction,Oct,2017
6276," A Fairly Good Time and Green Water, Green Sky",Mavis Gallant,16.95,34360,Fiction,Apr,2016
6277, Botany for Gardeners: Third Edition,Brian Capon,19.95,34370,Nature,May,2010
6278," Hateship, Friendship, Courtship, Loveship, Marriage: Stories",Alice Munro,16.95,34383,Fiction,Oct,2002
6279, Linus Gets Glasses,Charles M Schulz,4.99,34401,Juvenile Fiction,Dec,2016
6280, The City of Ember: The Graphic Novel,Jeanne DuPrau,9.99,34407,Juvenile Fiction,Sep,2012
6281, National Geographic Little Kids First Big Book of the Rain Forest,Moira Rose Donohue,14.99,34414,Juvenile Nonfiction,Jul,2018
6282, SuperMutant Magic Academy,Jillian Tamaki,22.95,34420,Comics & Graphic Novels,Apr,2015
6283, Lone Wolf,Sarah Kurpiel,17.99,34429,Juvenile Fiction,May,2020
6284, Why Comics?: From Underground to Everywhere,Hillary Chute,24.99,34444,Art,Oct,2019
6285," Little Libraries, Big Heroes",Miranda Paul,17.99,34448,Juvenile Nonfiction,Sep,2019
6286, I Have a Secret: A First Counting Book,Carl Memling,4.99,34454,Juvenile Fiction,Jan,2019
6287, Ricanstruction: Reminiscing & Rebuilding Puerto Rico,Edgardo Miranda-Rodriguez,19.99,34469,Comics & Graphic Novels,May,2018
6288, Everybody's Fool: A Novel,Richard Russo,16.95,34485,Fiction,Jan,2017
6289, Stitches,David Small,16.95,34509,Literary Collections,Sep,2010
6290, The Happily Ever After: A Memoir of an Unlikely Romance Novelist,Avi Steinberg,26.95,34549,Literary Criticism,Aug,2020
6291, Feast Your Eyes: A Novel,Myla Goldberg,17.0,34556,Fiction,Feb,2020
6292, Book of the Moon: A Guide to Our Closest Neighbor,Dr Maggie Aderin-Pocock,24.99,34570,Technology & Engineering,Apr,2019
6293, The Geronimo Stilton #70: The Phantom Bandit,Geronimo Stilton,7.99,34576,Juvenile Fiction,Sep,2018
6294, Flying Sharks Pocket-sized Coilbound Decomposition Book,michael Roger Inc,5.0,34592,Reference,Nov,2017
6295," Race-ing Justice, En-gendering Power: Essays on Anita Hill, Clarence Thomas, and the Construction of Social Reality",Toni Morrison,20.0,34634,Literary Collections,Oct,1992
6296, Hilda's Sparrow Scout Badge Guide,Emily Hibbs,12.95,34643,Juvenile Fiction,Jul,2020
6297," Bitcoin Billionaires: A True Story of Genius, Betrayal, and Redemption",Ben Mezrich,17.99,34648,Computers,Aug,2020
6298, The Caiplie Caves: Poems,Karen Solie,25.0,34655,Poetry,Jul,2020
6299, Race Against Time: A Reporter Reopens the Unsolved Murder Cases of the Civil Rights Era,Jerry Mitchell,28.0,34667,True Crime,Feb,2020
6300, Billie Holiday: The Last Interview: and Other Conversations,Billie Holiday,16.99,34687,Biography & Autobiography,Jul,2019
6301, Solo: A Modern Cookbook for a Party of One,Anita Lo,28.95,34700,Cooking,Oct,2018
6302, The Nameless City: The Divided Earth,Faith Erin Hicks,14.99,34702,Juvenile Fiction,Sep,2018
6303, Joyful: The Surprising Power of Ordinary Things to Create Extraordinary Happiness,Ingrid Fetell Lee,30.0,34704,Design,Sep,2018
6304, Who?: A Celebration of Babies,Robie Harris,7.99,34706,Juvenile Fiction,Jun,2018
6305, Rose (bone),Jeff Smith,12.99,34743,Juvenile Fiction,Aug,2009
6306, Then We Came to the End: A Novel,Joshua Ferris,15.0,34749,Fiction,Feb,2008
6307, Why the Black Hole Sings the Blues,Ishmael Reed,15.95,34818,Poetry,Nov,2020
6308, Lost Empress: A Novel,Sergio De La Pava,17.0,34847,Fiction,Apr,2019
6309, Cinderland: A Memoir,Amy Jo Burns,16.0,34868,Psychology,Sep,2015
6310, Estranged,Ethan M Aldridge,12.99,34898,Juvenile Fiction,Aug,2018
6311, Interrupting Chicken and the Elephant of Surprise,David Ezra Stein,16.99,34919,Juvenile Fiction,Sep,2018
6312, The Good Dinosaur Little Golden Book (Disney/Pixar The Good Dinosaur),Bill Scollon,4.99,34921,Juvenile Fiction,Oct,2015
6313, Eat Me: The Food and Philosophy of Kenny Shopsin: A Cookbook,Kenny Shopsin,26.95,34931,Humor,Sep,2008
6314, The Scary Book,Thierry Dedieu,12.95,34938,Juvenile Fiction,Sep,2020
6315, Political Sign,Tobias Carroll,14.95,34941,Literary Criticism,Sep,2020
6316, Shameless Feminists,Isabella Bannerman,15.0,34949,Political Science,Dec,2019
6317, The Remainder,Alia Trabucco Zeran,16.95,34954,Fiction,Aug,2019
6318, Can You Eat?,Joshua David Stein,9.95,34956,Juvenile Nonfiction,May,2019
6319, Beast Meridian,Vanessa Angelica Villarreal,15.0,34968,Poetry,Sep,2017
6320, Laura Lamont's Life in Pictures,Emma Straub,16.0,35028,Fiction,Jul,2013
6321, Game Night (Disney Junior Vampirina),Judy Katschke,4.99,35034,Juvenile Fiction,Jul,2019
6322, The Weight of a Piano: A novel,Chris Cander,16.0,35035,Fiction,Oct,2019
6323, Aquaman! (DC Super Friends),Frank Berrios,4.99,35037,Juvenile Fiction,Sep,2018
6324, Lake Life: A Novel,David James Poissant,25.0,35043,Fiction,Jul,2020
6325, A Bintel Brief: Love and Longing in Old New York,Liana Finck,19.99,35049,History,Apr,2014
6326, You Can't F*ck Up Your Kids: A Judgment-Free Guide to Stress-Free Parenting,Lindsay Powers,16.99,35051,Humor,Mar,2020
6327," Happy Birthday, Princess! (Disney Princess)",Jennifer Liberts,4.99,35053,Juvenile Fiction,Aug,2016
6328, Illuminations,Arthur Rimbaud,15.95,35068,Poetry,Oct,2012
6329, Imagine,Alison Lester,7.99,35076,Business & Economics,Sep,1993
6330, The Boneless Mercies,April Genevieve Tucholke,10.99,35089,Young Adult Fiction,Apr,2020
6331, I Will Take the Answer: Essays,Ander Monson,16.0,35096,Literary Collections,Feb,2020
6332, She Came to Slay: The Life and Times of Harriet Tubman,Erica Armstrong Dunbar,23.99,35101,History,Nov,2019
6333, Stolen: Five Free Boys Kidnapped into Slavery and Their Astonishing Odyssey Home,Richard Bell,27.0,35102,Social Science,Oct,2019
6334, The Shape of the Ruins: A Novel,Juan Gabriel Vasquez,17.0,35104,Fiction,Sep,2019
6335, Such Small Hands,Andres Barba,15.95,35115,Fiction,Apr,2017
6336, Richard Scarry's Just For Fun,Patricia Scarry,4.99,35118,Juvenile Fiction,Jan,2016
6337, Stick Dog,Tom Watson,12.99,35175,Juvenile Fiction,Jan,2013
6338, Taina,Ernesto Quinonez,15.95,35178,Fiction,Sep,2019
6339, Small Mercies: A Novel,Eddie Joyce,16.0,35196,Fiction,Feb,2016
6340, Richard Scarry's Busy Busy Airport,Richard Scarry,7.99,35210,Juvenile Fiction,Sep,2019
6341, Classic Paperbacks Memory Game,Richard Baker,19.95,35217,Literary Collections,Sep,2020
6342, I Think I'm Ready to See Frank Ocean,Shayla Lawson,16.0,35238,Poetry,Mar,2018
6343, Timeless: Diego and the Rangers of the Vastlantic,Armand Baltazar,12.99,35309,Juvenile Fiction,May,2019
6344," A Pig, a Fox, and a Fox",Jonathan Fenske,4.99,35318,Juvenile Fiction,Sep,2020
6345," Hotbox: Inside Catering, the Food World's Riskiest Business",Matt Lee,16.0,35320,Business & Economics,Aug,2020
6346, Easy Indian Cooking: 101 Fresh & Feisty Indian Recipes,Hari Nayak,7.99,35322,Cooking,May,2020
6347," The Laundromat (Previously published as SECRECY WORLD): Inside the Panama Papers, Illicit Money Networks, and the Global Elite",Jake Bernstein,17.0,35326,Law,Oct,2019
6348, Beauty and the Beast Deluxe Step into Reading (Disney Beauty and the Beast),Melissa Lagonegro,4.99,35350,Juvenile Fiction,Jan,2017
6349, Heidi Heckelbeck and the Cookie Contest,Wanda Coven,5.99,35363,Juvenile Fiction,May,2012
6350, Capital Mysteries #1: Who Cloned the President?,Ron Roy,5.99,35370,Juvenile Fiction,Apr,2001
6351, And Their Children After Them: A Novel,Nicolas Mathieu,17.99,35417,Fiction,Apr,2020
6352," Duck & Goose, A Gift for Goose",Tad Hills,4.99,35428,Juvenile Fiction,Jan,2019
6353, The Cat in the Hat in English and French,Dr Seuss,9.99,35462,Juvenile Fiction,Sep,1967
6354, My First Book of Patterns,Bobby George,16.95,35518,Juvenile Nonfiction,Sep,2017
6355, Displacement,Lucy Knisley,19.99,35523,Family & Relationships,Feb,2015
6356, Pre-K Summer Workbook: Scholastic Early Learners (Wipe-Clean),Scholastic,12.99,35543,Juvenile Nonfiction,Apr,2020
6357, Snowpiercer Vol. 1: The Escape (MOVIE TIE-IN),Jacques Lob,14.99,35556,Fiction,May,2020
6358," Sex Money Murder: A Story of Crack, Blood, and Betrayal",Jonathan Green,17.95,35567,History,Jun,2019
6359," Against Memoir: Complaints, Confessions & Criticisms",Michelle Tea,18.95,35575,Biography & Autobiography,May,2018
6360, Someone Farted,Bruce Eric Kaplan,15.99,35576,Juvenile Fiction,Apr,2018
6361, Kissing Caskets,Mahogany L Browne,14.0,35634,Poetry,Nov,2017
6362, Re Jane: A Novel,Patricia Park,17.0,35637,Fiction,Apr,2016
6363, A Table for Friends: The Art of Cooking for Two or Twenty,Skye McAlpine,28.0,35673,Cooking,Jul,2020
6364," Why America Needs Socialism: The Argument from Martin Luther King, Helen Keller, Albert Einstein, and Other Great Thinkers",G S Griffin,17.95,35676,Philosophy,Jan,2020
6365, Broken Glass: A Novel,Alain Mabanckou,16.95,35683,Fiction,Oct,2018
6366, The Beasts Sticker Activity Book,Yuval Zommer,14.95,35689,Juvenile Fiction,Oct,2017
6367," Cold Moon: On Life, Love, and Responsibility",Roger Rosenblatt,15.95,35771,Family & Relationships,Nov,2020
6368, Love Unknown: The Life and Worlds of Elizabeth Bishop,Thomas Travisano,20.0,35793,Literary Criticism,Nov,2020
6369, Cherry Hill: A Childhood Reimagined,Jona Frank,45.0,35801,Comics & Graphic Novels,Nov,2020
6370, On Swift Horses: A Novel,Shannon Pufahl,17.0,35803,Fiction,Nov,2020
6371, A Human Algorithm: How Artificial Intelligence Is Redefining Who We Are,Flynn Coleman,16.95,35813,Law,Oct,2020
6372, Style on the Street: From Tokyo and Beyond,Rei Shito,35.0,35860,Design,Oct,2020
6373, Valiant: A Modern Faerie Tale,Holly Black,11.99,35861,Young Adult Fiction,Oct,2020
6374, Precarious Life: The Powers of Mourning and Violence,Judith Butler,17.95,35891,Social Science,Oct,2020
6375, Farm Fresh Fun #2,Veera Hiranandani,6.99,35900,Juvenile Fiction,Oct,2020
6376, Pale Morning Light with Violet Swan: A Novel of a Life in Art,Deborah Reed,15.99,35908,Fiction,Oct,2020
6377, Come to Light,Paul Madonna,34.99,35918,Art,Oct,2020
6378, In the City,Chris Raschka,17.99,35932,Juvenile Fiction,Sep,2020
6379, Rocket's Christmas Surprise,Tad Hills,8.99,35976,Juvenile Fiction,Sep,2020
6380, The Districts: Stories of Crime and Justice from the Federal Courts,Johnny Dwyer,16.95,35982,True Crime,Sep,2020
6381, Carve Your Clay: Techniques to Bring the Ceramics Surface to Life,Hilda Carr,26.99,36030,Art,Aug,2020
6382, The Stitchers (Fright Watch #1),Lorien Lawrence,16.99,36031,Juvenile Fiction,Aug,2020
6383, Wallpaper* City Guide Prague,Wallpaper*,12.95,36086,Travel,Jul,2020
6384, Some Go Home: A Novel,Odie Lindsey,26.95,36093,Fiction,Jul,2020
6385," Los Angeles Review of Books Quarterly Journal: Mistake Issue: Summer 2020, No. 27",Tom Lutz,12.0,36120,Literary Criticism,Jul,2020
6386, The New Parisienne: The Women and Ideas Shaping Paris,Lindsey Tramuta,29.99,36127,Travel,Jul,2020
6387, Conversations with James Joyce,Arthur Power,14.95,36167,Fiction,Jun,2020
6388, I'll Be the One,Lyla Lee,17.99,36170,Young Adult Fiction,Jun,2020
6389, Sex Matters: How Male-Centric Medicine Endangers Women's Health and What We Can Do About It,Alyson J McGregor,28.0,36207,Health & Fitness,May,2020
6390, Always the Queen: The Denise LaSalle Story,Denise LaSalle,19.95,36210,Biography & Autobiography,May,2020
6391, The Book of Anna,Carmen Boullosa,17.95,36243,Fiction,Apr,2020
6392, The Silence of Bones,June Hur,17.99,36247,Young Adult Fiction,Apr,2020
6393," Los Angeles Review of Books Quarterly Journal: The Pop Issue: No. 26, Spring 2020",Tom Lutz,12.0,36273,Literary Criticism,Apr,2020
6394," Brooklyn Bailey, the Missing Dog",Amy Sohn,17.99,36282,Juvenile Fiction,Apr,2020
6395, Mrs Bibi's Elephant,Reza Dalvand,16.95,36285,Juvenile Fiction,Apr,2020
6396, Dark Constellations,Pola Oloixarac,17.0,36324,Fiction,Mar,2020
6397, Little America: Incredible True Stories of Immigrants in America,Epic,30.0,36326,Literary Collections,Mar,2020
6398, War Doctor: Surgery on the Front Line,David Nott,26.0,36341,Medical,Mar,2020
6399," Pretty Bitches: On Being Called Crazy, Angry, Bossy, Frumpy, Feisty, and All the Other Words That Are Used to Undermine Women",Lizzie Skurnick,28.0,36349,Literary Collections,Mar,2020
6400," Lonely Planet Washington, Oregon & the Pacific Northwest 8th Ed.",Lonely Planet,24.99,36369,Travel,Feb,2020
6401, Measurements: A Proportional Cocktail Guide,Nick Barclay,22.95,36421,Design,Jan,2020
6402, Gray Malin Italy 2-Sided 500 Piece Puzzle,Galison,24.99,36422,Toys & Plush,Jan,2020
6403, My Year in the Middle,Lila Quintero Weaver,7.99,36432,Juvenile Fiction,Jan,2020
6404, The Secret Guests: A Novel,Benjamin Black,27.0,36440,Fiction,Jan,2020
6405, Raising Hell: Backstage Tales from the Lives of Metal Legends,Jon Wiederhorn,30.0,36454,Biography & Autobiography,Jan,2020
6406, Lonely Planet Vegan Travel Handbook 1st Ed.: Inspiring ideas and essential travel advice for vegans,Lonely Planet Food,17.99,36471,Cooking,Dec,2019
6407, Disney's Land: Walt Disney and the Invention of the Amusement Park That Changed the World,Richard Snow,30.0,36486,Architecture,Dec,2019
6408, The New Order: Stories,Karen E Bender,16.95,36503,Fiction,Nov,2019
6409, Peg + Cat: Peg Up a Tree: A Level 1 Reader,Jennifer Oxley,4.99,36514,Juvenile Fiction,Nov,2019
6410, The White Man's Guide to White Male Writers of the Western Canon,Dana Schwartz,16.99,36523,Language Arts & Disciplines,Nov,2019
6411, We Are Knitters: Knitspiration to Take Anywhere and Everywhere,Alberto Bravo,24.99,36525,Crafts & Hobbies,Nov,2019
6412, This Will Only Hurt a Little,Busy Philipps,16.0,36554,Humor,Oct,2019
6413, Marley: A Novel,Jon Clinch,27.0,36595,Fiction,Oct,2019
6414, Looker: A Novel,Laura Sims,16.0,36618,Fiction,Oct,2019
6415, Storyteller's Illustrated Dictionary: Illustrated Definitions for Students and Writers,Mrs Wordsmith,17.99,36648,Juvenile Nonfiction,Sep,2019
6416, How Do Dinosaurs Say Happy Chanukah?,Jane Yolen,7.99,36698,Juvenile Fiction,Sep,2019
6417," The Economists' Hour: False Prophets, Free Markets, and the Fracture of Society",Binyamin Appelbaum,30.0,36704,Business & Economics,Sep,2019
6418, Some Places More Than Others,Renee Watson,16.99,36705,Juvenile Fiction,Sep,2019
6419, See Jane Win: The Inspiring Story of the Women Changing American Politics,Caitlin Moscatello,28.0,36716,History,Aug,2019
6420, The Swallows: A Novel,Lisa Lutz,27.0,36726,Fiction,Aug,2019
6421," Beaten Down, Worked Up: The Past, Present, and Future of American Labor",Steven Greenhouse,27.95,36736,Social Science,Aug,2019
6422, The Van Apfel Girls Are Gone,Felicity McLean,15.95,36780,Fiction,Jun,2019
6423," On Being Human: A Memoir of Waking Up, Living Real, and Listening Hard",Jennifer Pastiloff,27.0,36799,Health & Fitness,Jun,2019
6424, If I Had Two Lives,Abbigail N Rosewood,18.0,36863,Fiction,Apr,2019
6425, Birth of the Cool: How Jazz Great Miles Davis Found His Sound,Kathleen Cornell Berman,17.99,36869,Juvenile Nonfiction,Apr,2019
6426, The 100 Most Jewish Foods: A Highly Debatable List,Alana Newhouse,24.95,36911,Cooking,Mar,2019
6427," Feck Perfuction: Dangerous Ideas on the Business of Life (Business Books, Graphic Design Books, Books on Success)",James Victore,19.95,36926,Business & Economics,Mar,2019
6428, Love and Resistance: Out of the Closet into the Stonewall Era,Roxane Gay,24.95,36936,Social Science,Mar,2019
6429, Lety Out Loud,Angela Cervantes,16.99,36943,Juvenile Fiction,Feb,2019
6430, Lonely Planet Korea 11th Ed.: 11th Edition,Lonely Planet,27.99,36949,Travel,Feb,2019
6431, Wires and Nerve: Volume 1,Marissa Meyer,17.99,36968,Young Adult Fiction,Jan,2019
6432, The End of Loneliness: A Novel,Benedict Wells,16.0,36970,Fiction,Jan,2019
6433, Storm for the Living and the Dead: Uncollected and Unpublished Poems,Charles Bukowski,15.99,36971,Literary Collections,Jan,2019
6434," End of the Megafauna: The Fate of the World?s Hugest, Fiercest, and Strangest Animals",Ross D E MacPhee,35.0,37056,Nature,Nov,2018
6435, Lonely Planet Chile & Easter Island 11th Ed.: 11th Edition,Lonely Planet,26.99,37096,Travel,Oct,2018
6436, The State of Affairs: Rethinking Infidelity,Esther Perel,17.99,37102,Family & Relationships,Oct,2018
6437, Interior States: Essays,Meghan O'Gieblyn,16.0,37103,Biography & Autobiography,Oct,2018
6438," Merry Christmas, Little Pookie",Sandra Boynton,5.99,37131,Juvenile Fiction,Sep,2018
6439, Lonely Planet Mexican Spanish Phrasebook & Dictionary 5th Ed.: 5th Edition,Lonely Planet,9.99,37136,Language Arts & Disciplines,Sep,2018
6440, The Sorcerer's Apprentice (Disney Classic),Don Ferguson,4.99,37146,Juvenile Fiction,Sep,2018
6441, Where the Woods End,Charlotte Salter,17.99,37179,Juvenile Fiction,Aug,2018
6442, The Red-Haired Woman,Orhan Pamuk,16.0,37210,Fiction,Jul,2018
6443, One Trick Pony,Nathan Hale,8.99,37238,Juvenile Fiction,Jun,2018
6444, Polly Diamond and the Magic Book: Book 1,Alice Kuipers,14.99,37278,Juvenile Fiction,May,2018
6445," Writer, Sailor, Soldier, Spy: Ernest Hemingway's Secret Adventures, 1935-1961",Nicholas Reynolds,16.99,37289,History,Apr,2018
6446, Canines of New York,Heather Weston,25.0,37440,Photography,Oct,2017
6447, A Hundred Billion Trillion Stars,Seth Fishman,17.99,37454,Juvenile Nonfiction,Oct,2017
6448, Flavors of Empire: Food and the Making of Thai America,Mark Padoongpatt,29.95,37474,Cooking,Sep,2017
6449, No Is Not Enough: Resisting Trump's Shock Politics and Winning the World We Need,Naomi Klein,16.95,37543,Political Science,Jun,2017
6450, Sex Object: A Memoir,Jessica Valenti,16.99,37632,Biography & Autobiography,Feb,2017
6451, Ginger,Mindy Fox,14.0,37712,Cooking,Nov,2016
6452, A Surprise Visitor,Poppy Green,5.99,37776,Juvenile Fiction,Aug,2016
6453, So Sad Today: Personal Essays,Melissa Broder,16.99,37877,Psychology,Mar,2016
